branch_name,address,city,branch_code
ARGYLEWEG DURBAN,ARGYLE-SENTRUM ARGYLEWEG 119-1,,529626
ASPIRE JOINT FUNDS,11 DIAGONAL STREET,GAUTENG.,630877
ASSET PROCESING NELSPRUIT,5TH FL BROWN STREET BUILD,,630757
ASSET PROCESSING BLOEMFONTEIN,5TH FL UNITED BUILDING,BLOEMFONTEIN,631057
ASSET PROCESSING DURBAN,200 GALE STREET,DURBAN,630457
ASSET PROCESSING GEORGE,6 SHAMROCK PLACE 1ST FL 97 YORK STREET,,630357
ASSET PROCESSING JOHANNESBURG,CENTRO CITY BUILDING,JOHANNESBURG,635205
ASSET PROCESSING KIMBERLEY,4TH FL ABSA BUILDING 80 BULTFONTEIN ROAD,,631157
ASSET PROCESSING KLERKSDORP,5TH FL UNITED BUILDING,,630957
ASSET PROCESSING KROONSTAD,GR FLOOR ABSA BUILDING,,630857
ASSET PROCESSING LADYSMITH,150 MURCHISON STREET,,630257
ASSET PROCESSING P.E.,2ND FL PORT UNITED BLD 51 GOVAN MBEKI,PORT ELIZABETH,631017
ASSET PROCESSING POLOKWANE,100 LANDROS MARE STREET,,630657
ASSET PROCESSING PRETORIA,CURATOR BUILDING,,631845
ASSET PROCESSING VREDENDAL,BRANCH TO CLOSE 31/3/2003,,630157
ASSET PROCESSING WITBANK,1ST FL MIDLAND CENTRE,WITBANK,630557
ATFS (PTY) LTD,33 BALLYCLARE DRIVE ABSA HOUSE,GAUTENG,630477
ATFS CONSOLIDATION CNTR SUB,33 BALLYCLARE DRIVE ABSA HOUSE,GAUTENG,630476
ATHLONE,SHOP 2 LK CENTRE,,631309
ATHLONE KAAP,SANCLARE BUILDING,,526209
ATLANTIS,"KVS INVESTMENTS BUILDING,IVAN HAMRSHIRE PLACE",,527311
ATLANTIS,KVS INVESTMENT BUILDING IVAN HAMPSHIRE PLACE,,334611
ATLASVILLE BOKSBURG,ATLAS MALL CNR FINCH &,ATLASVILLE,630814
ATM SERVICE CENTRE EAST LONDON,COMMERCIAL ROAD,EAST LONDON,635021
ATM SERVICE CENTRE SPRINGS,ACKERMANS BUILDING BASEMENT,,635255
ATTIE LOUW ST. VANDERBIJLPARK,PRESIDENT KRUGER STREET,,420037
ATTRIDGEVILLE,ATTRIDGEVILLE SHOPPING CENTRE,GAUTENG,630515
AUCKLANDPARK TAK,H/V ANETTWEG EN STANLEYLAAN AU,,335105
AW-AFF-BLOEMFONTEIN,187 RIVONIA ROAD,"JOHANNESBURG, GAUTENG",630982
AW-AFF-CAPE TOWN,187 RIVONIA ROAD,"JOHANNESBURG, GAUTENG",630981
AW-AFF-DURBAN,187 RIVONIA ROAD,"JOHANNESBURG, GAUTENG",630984
AW-AFF-PRETORIA,187 RIVONIA ROAD,"JOHANNESBURG, GAUTENG",630983
AW-AFF-SANDTON,187 RIVONIA ROAD,"JOHANNESBURG, GAUTENG",630980
AW-NON RESIDENT CLIENTS,187 RIVONIA ROAD,GAUTENG,630923
B B NEWCASTLE REMOTE,38 VOORTREKKER ST,KWAZULU NATAL,630325
BACK OFFICE SUPPORT,208 JEPPE STREET,GAUTENG,630200
BALFOUR,STUART STREET,MPUMULANGA,630747
BALFOUR PARK,"SHOP 231 BALFOUR PARK 2 BALFOUR, CLOSE",,633005
BALLITO,"SHOP 6 , BALLITO SHOPPING CENTRE",KZN,630229
BANK FORUM,GROUND FLOOR EAST BROOKLYN COURT 417 VEALE STR.,,421645
BANKFIN FINANCE,ABSA TOWERS EAST 170 MAIN STREET,,636455
BANKFIN FLEET CARD,2ND FLOOR ISLE OF HOUGHTON CNR BOUNDARY & LOUIS,,636955
BANKFIN FREE STATE ADMIN,1ST FLOOR TAB BUILDING EAST BURGER STREET,,636355
BANKFIN GAUTENG EAST ADMIN,"FLOORSUNBURN BUILDING , 1ST FLOOR WOBURN AVENUE",,630161
BANKFIN GAUTENG MORT ADMIN,3RD FLOOR 389 SCHUBART,,636655
BANKFIN GAUTENG WEST ADMIN,2ND FLOOR UNITED BUILDING,,636755
BANKFIN H/O CONTROL CENTRE,4TH FLOOR ABSA TOWERS,,634655
BANKFIN HEAD OFFICE ADMIN,7TH FLOOR ABSA TOWERS,,636855
BANKFIN KZN ADMIN,"EMBASSY BUILDING 13TH FLOOR , CNR SMITH & ALIWAL","DURBAN , KWAZULUI NATAL",630160
BANKFIN SECURITIES SPARTAN,136 PLANE ROAD,,639156
BANKFIN WEST CAPE & ADMIN,GROUND FLOOR GOODWOOD MALL,,637055
BANKFIN WHOLESALE FLOORPLAN,201 SANLAM PARK NORTH 9 FREDMAN DRIVE,,635855
BANKING COURT SANDTON,SHOP NO 6 BANKING COURT LEVEL,,421605
BANKLAAN PTA,286 PRETORUIS STREET,,517445
BARA MALL,SHOP 18 BARA MALL,"JOHANNESBURG , GAUTENG",630351
BARAGWANATH,"ORIENT EXPRESS , CASH & CARRY","JOHANNESBURG , GAUTENG",630251
"BARBERTON,TVL*",CROWNSTRAAT 61,,334152
BARING ST. WORCESTER,"29A STOCKENSTROM STREET,WORCESTER",,503107
"BARKLY-OOS,K.P.",COLESTRAAT,,334220
"BARRYDALE,K.P.",VAN RIEBEECKSTR 37,,334213
BASHA ENTERPRISE FUND,11 DIAGONAL STREET,GAUTENG,630863
BB BETHLEHEM REMOTE,22 CHURCH STREET,,630233
BB BETHLEHEM REMOTE LS,22 CHURCH STREET,,630333
BB BRITS,43 MURRAY STREET,NORTH WEST,630488
BB CPF AFFORDABLE HOUSING,15 TROYE STREET,GAUTENG,630054
BB FAR EAST RAND,1ST FLOOR EASTLAND OFFICE PARK,GAUTENG,630490
BB HILLCREST,HILLCREST OFFICE PARK,"PRETORIA, GAUTENG",630469
BB JHB FAR WEST,BUILDING 3 CLEARWATER OFFICE PARK CORNER,GAUTENG,630173
BB KLERKSDORP REMOTE,91 CHURCH STREET,,630338
BB LEPHALALE,ABSA BUILDING,LIMPOPO,630400
BB LICHTENBURG,ABSA BUILDING,NORTH WEST,630462
BB LIMPOPO WEST,ABSA BUILDING,LIMPOPO,630425
BB LOSKOP VALLEY,ABSA BUILDING,LIMPOPO,630466
BB LOUIS TRICHARDT,ABSA BUILDING,LIMPOPO,630465
BB MODIMOLLE,ABSA BUILDING,LIMPOPO,630467
BB MOKOPANE,ABSA BUILDING,LIMPOPO,630468
BB POTCHEFSTROOM,99 CHURCH STREET,NORTH WEST,630489
BB RANDFONTEIN,VILLAGE SQUARE SHOPPING CENTRE,GAUTENG,630336
BB SANDTON KA,15 ALICE LANE,SANDTON,630504
BB SCHWEIZER RENEKE,ABSA BUILDING,NORTH WEST,630464
BB SECTORS AND SEGMENTS,15 TROYE STREET,GAUTENG,630058
BB SECTORS AND SEGMENTS SKY,15 TROYE STREET,GAUTENG,630057
BB SOUTHERN CAPE REMOTE,106 YORK STREET,,630514
BB THABAZIMBI,ABSA BUILDING,NORTH WEST,630461
BB TZANEEN,ABSA BUILDING,LIMPOPO,630423
BB VRYBURG,ABSA BUILDING,NORTH WEST,630460
BB WOLMARANSSTAD,ABSA BUILDING,NORTH WEST,630463
BBSN 16A CENTRAL AVE CONT CEN,ABSA BUILDING,GAUTENG,630735
BEACH BRANCH DURBAN,COASTLANDS GROUND FLOOR,KWA-ZULU NATAL,630673
BEACON BAY,SHOP 32A & 33 BEACON BAY,"EAST LONDON, EASTERN CAPE",630538
"BEAUFORT-WES,K.P.",DONKINSTRAAT 56,,334108
BEDFORD CENTRE,SHOP 430 BEDFORD CENTRE SMITH STREET,JOHANNESBURG,634105
BELA BELA,BOSVELD PICK & PAY CENTRE ABSA BLDG WARMBATH,,334447
"BELFAST,TVL*",FITZGERALDSTRAAT 800B,,334151
BELHAR,SHOP 23 & 65 AIRPORT SHOPPING CENTRE,"CAPE TOWN, WESTERN CAPE",630803
BELLVILLE 8047,UNITED BLDG 32 VOORTREKKER RD,,630110
BELVILLE DEMOUNTABLE,BELLVILLE INTERCHANGE,"CAPE TOWN, WESTERN CAPE",630802
BELVILLE LOAN CENTRE,"MIDDESTAD MALL SHOP 56B, ERF 26365",CAPE TOWN,630782
BEN SWART STREET,CNR VOORTREKKERS & BEN SWART STS,,334645
BENMORE GARDENS,BENMORE GARDENS CENTRE SHOP 3,SANDTON,630637
BENONI 8025,UNITED BLDG 64 CRANBOURNE AVE,,630242
BENONI LOAN CENTRE,64 CRANBOURNE AVENUE,GAUTENG,630428
BERGVILLE,TATHAM ROAD,KWA-ZULU NATAL,630994
"BETHAL, TVL",VOORTREKKER SHOP 21C EEUFEES STREET,,503244
BETHLEHEM ALL PAY,GROUND FLOOR SANLAM CENTRE,NORTH WEST,630952
"BETHLEHEM, OVS",22 CHURCH STREET,,502233
"BETHULIE,O.V.S.",JOUBERTSTRAAT 42,,334132
BEYERSSTRAAT VANDERBIJLPARK,TRUST BANK CENTRE PRESIDENT KRUGER STREET,,516237
BHISHO,SHOP BNJ TOWER BLOCK,EASTERN CAPE,630536
BIB BUSINESS INT BANKING,ABSA TOWERS WEST,GAUTENG,630470
BIRCH ACRES MALL,"BIRCH ACRES MALL, CORNER ANDREW MAPHETO",TEMBISA,630977
BIRCHLEIGH,PICK & PAY SHOPPING CENTRE,KEMPTON PARK,630638
BIZANA,SQUARE @ BISANA SHOPPING CENTRE,EASTERN CAPE,630840
BLACKHEATH 8132,D.F. MALAN DRIVE 189 NORTHCLIFF,,631305
BLAKE CONTACT CENTRE,BLAKE HOUSE,DURBAN,630706
BLD: PROPS FINANCE,3RD FL SANLAM CENTRE CNR JEPPE & VON,JOHANNESBURG GAUTENG,636505
BLOED STREET,BLOED STREET MALL,GAUTENG,630866
BLOEMFONTEIN 8018,UNITED BLDG CNR MAITLAND STREE,,630134
BLOEMFONTEIN BUSINESS CENTRE,C/O DONALD MURRAY DRIVE & ZASTRON STREET,,630934
BLOEMFONTEIN CHEQUE PROCESSING,*UPDATE ADDRESS DETAILS FOR B.A. MANUAL UNDER,,624434
BLOEMFONTEIN LOAN CENTRE,C/O MAITLAND STREET & WEST,FREE STATE,630524
BLOEMFONTEIN RAC 8107,UNITED BLDG CNR MAITLANDSTREET,,630234
BLOEMFONTEIN-WES,ST. ANDREWSTRAAT 157,,515634
"BLOEMHOF,TVL",PRINSSTRAAT 54C,,334838
BLUE ROUTE MALL,SHOP G58,WESTERN CAPE,630724
BLUESTRATA ZAR,15 ALICE LANE,GAUTENG,630730
BLUFF CHECKERS CENTRE DURBAN,SANLAMSENTRUM TARAWEG 318,,532226
BLUFF PICK N' PAY CENTRE,SHOP 36 PICK N PAY CENTRE,,631326
BOITEKONG,BOITEKONG SHOPPING CENTRE,NORTH WEST,630583
BOKSBURG 8084,UNITED BLDG CNR BURG & COMMISS,,630342
BOKSBURG CENTRAL,283 COMMISSIONER STREET,,420642
BOKSBURG NORTH,ADIES BUILDING CNR CARSON &,GAUTENG,630818
"BONNIEVALE,K.P.*",HOOFSTRAAT 79A,,334313
BOOM ST. RUSTENBURG,BOOMSTRAAT 44 RUSTENBURG,,502746
BOOYSENS JHB*,"BOOYSENSWEG 34, BOOYSENS",,334105
BOSHOFF STREET BETHLEHEM,UNITED BLDG CNR ROUX & BOSHOFF,,630133
BOSMANSTRAAT PRETORIA*,BOSMANSTRAAT 219,,323145
BOSTON ST. BELLVILLE,"89 VOORTREKKER ROAD,BELLVILLE",,505210
BOSTONSTRAAT BELLVILLE,VOLKS SENTRUM CROSS STREET,,519710
BOTHAVILLE OVS,24 PRESIDENT STREET,,539136
"BOTHAVILLE,O.V.S.*",PRESIDENTSTRAAT 24,,334136
BOTSHABELO,SHOP 17 RE - A - HOLA SHOP / CENTRE,FREE STATE,630368
BOULEVARD STREET RIVONIA,BLOCK D GROUND FLOOR EDENBURG TERRACE,,632305
BOYES,HILLCREST OFFICE PARK BLOK G,"PRETORIA , GAUTENG",630869
BPC COMM GAUTENG BANKFIN,BOUNDARY ROAD,GAUTENG,639256
BRAAMFONTEIN 8057,27 STIEMENS STREET,,630605
BRAAMFONTEIN EX DE VILLIERS ST,SMITHSTRAAT 195 BRAAMFONTEIN,,301205
BRAAMLEY LOAN CENTRE,BRAMLEY POST OFFICE CENTRE,GAUTENG,630780
BRACKEN CITY,BRACKEN CITY SHOPPING CENTRE,ALBERTON,630644
BRACKENFELL KP,BRACKENFELL WINKELSENTRUM WINK,,512610
BRAKPAN CENTRAL,VOORTREKKER STREET 604,,334442
BRAKPAN MALL 8134,BRAKPAN MALL SHOP 3,,630942
"BRAKPAN, TVL",VOORTREKKERSTRAAT 604,,504142
BRAMLEY JHB TVL,WILD EN MARR-SENTRUM LOUIS BOT,,507605
BRAMLEY JHB*,WILD AND MARR CENTRE 350 LOUIS BOTHA AVE,,334505
BRANCH CLOSED,"SANLAM CENTRE,CNR JEPPE & VON WIELLIGH STREETS",,632705
BRANCH TO CLOSE,TRANSFER TO 632005,,548017
BRANCH TO CLOSE,NEVER USED,,630646
"BRAND STREET KROONSTAD,",BRANDSTRAAT 36,,501936
"BRANDFORT,O.V.S.",VOORTREKKERSTRAAT 51,,334135
BRANDWAGSENTRUM BLOEMFONTEIN,NELSON MANDELA DRIVE,,334334
"BREDASDORP,K.P.",LANGSTRAAT 14,,334412
BREE ST VREDENBURG,HOOFSTRAAT 6,,334311
BREESTRAAT,CNR KERK & LOVEDAY STS,,502905
BRIDGE CITY LOAN CENTRE,"SHOP U39 UPPER LEVEL, BRIDGE CITY MALL","DURBAN, KWA-ZULU NATAL",630930
BRIDGE CITY MALL,SHOP U39 UPPER LEVEL,DURBAN,630928
BRIDGEING FACILITIES,15 ALLICE LANE,GAUTENG,630893
BRIGHTWATER COMMONS,SHOP 187 WATERFRONT REPUBLIC ROAD,"JOHANNESBURG , GAUTENG",630362
"BRITS,TVL*",MURRAYLAAN 43,,334146
BRITSTOWN,33 VOORTREKKER STREET,,334104
BRIXTON JHB,46 HIGH STREET,,516005
BRIXTON WEST 8137,46 HIGH STREET,,631405
"BRONKHORSTSPRUIT,TVL*",KRUGERSTRAAT 23,,334150
BROOKLYN,GROUND FLOOR EAST BROOKLYN COURT 417 YEALE ST,,335345
BROOKLYN CENTRE 8138,GROUND FLOOR EAST . BROOKLYN COURT 417 VEALE ST.,,630645
BROOKLYN MALL,BROOKLYN MALL SHOP 60,"PRETORIA , GAUTENG",630519
BROOKLYN SQUARE,SHOP 58 BROOKLYN SQUARE CNR VEALE & HILL STREETS,,337345
BROWN STREET NELSPRUIT,34 BROWN STREET,LIMPOPO,630399
BRYANSTON,BRYANSTON SHOPPING CENTRE,GAUTENG,630500
"BULTFONTEIN,O.V.S.*",PRESIDENT SWARTSTR 20,,334235
BURGER ST. KRUGERSDORP,C/O BURGER & MONUMENT STREETS,,501541
"BURGERSDORP,K.P.",PIET RETIEFSTRAAT 31A,,334320
BURGERSFORT,SANLAM BLDG 1ST FLOOR,,334451
BURGSTRAAT KP,H/V KASTEEL EN BURGSTRAAT,,518009
BUS BANK COMMISSIONER BOKSBURG,EASTLANDS OFFICE PARK1ST FLOOR,,631556
BUS BANK H V/RENSBURGST PBRG,70 HANS VAN RENSBURG STREET,,632156
BUS BANK NEW REDRUTH ALBERTON,50 VOORTREKKER ROAD,,634756
BUS BANK POLOKWANE REMOTE,1ST FLOOR FORUM BUILDING,,630348
BUS BANK POLOKWANE REMOTE,1ST FLOOR FORUM BUILDING,,630448
BUS BANK PRESIDENT GERMISTON,287 COMMISSIONER STREET,BOKSBURG,631656
BUS BANK SERV BANKFIN SANDTON,GR FL SANDOWN CHAMBERS BL A SANDOWN VILL OFF,,639056
BUS BANKING SERV BANKFIN BLOEM,3RD FLOOR ABSA FORUM BLD,BLOEMFONTEIN,638656
BUS BANKING SERV BANKFIN E/CAP,GROUND FLOOR CORP PLACE,PORT ELIZABETH,638856
BUS BANKING SERV BANKFIN E/GAT,1ST FLOOR BLOCK D SOUTH BOULEVARD,,638556
BUS BANKING SERV BANKFIN KZN,20TH FLOOR EMBASSY BLD,DURBAN,638756
BUS BANKING SERV BANKFIN PTA,34TH FLOOR VOLKSKAS BLD,PRETORIA,638956
BUS BANKING SERV BANKFIN W/CAP,1ST FLOOR TIJGER PARK 4 WILLIE VAN SCHOOR,,638456
BUS BNK-ABC DBN SAT NEWCASTLE,52 SCOTT STREET,,637656
BUSCHBUCKRIDGE,MAPULANENG SHOPPING CENTRE,NELSPRUIT,630187
BUSINESS B/SERV EAST LONDON,CNR BELL & FRERE ROADS,EAST LONDON,630163
BUSINESS BANK 160 JAN SMUTS AV,160 JAN SMUTS AVENUE PARK TOWN NORTH,,630356
BUSINESS BANK AGATMA ST TZANEE,15 DANIE JOUBERT STREET,,631756
BUSINESS BANK ATLANTIA,BAYSIDE SHOPPING CENTRE TABLE VIEW,,635656
BUSINESS BANK BELVILLE,SANTYGER BUILDING,,632456
BUSINESS BANK BEN SWART ST PTA,CNR VOORTREKKER AND BEN SMART,,635156
BUSINESS BANK BETHLEHEM,20A PRESIDENT BOSHOFF 37,,635556
BUSINESS BANK BLOEMFONTEIN,38 MAITLAND STREET,,633256
BUSINESS BANK BOOYSENS,34 BOOYSENS ROAD,,631456
BUSINESS BANK BROOKLYN,417 VEALE STREET BROOKLYN,,634156
BUSINESS BANK CAPE TOWN,"ABSA CENTRE,CNR VAN RIEBEECK AND ADDERLEY STREET",,632756
BUSINESS BANK CENTURION,1263 HEUWEL STREET CENTURION,,634256
BUSINESS BANK CLAREMONT,"KISMET PLAZA, OLD KLIPFONTEIN RD",,637756
BUSINESS BANK EAST LONDON,CNR GLADSTONE & OXFORD STREET,,633056
BUSINESS BANK EDENVALE,56 VAN RIEBEECK AVENUE,,630856
BUSINESS BANK ELOFF STREET,34 BOOYSENS ROAD,,631356
BUSINESS BANK ERMELO,MAIN SHOPPING CENTRE,,638356
BUSINESS BANK GEORGE,106 YORK STREET,,630162
BUSINESS BANK GEORGE,106 YORK STREET,,632956
BUSINESS BANK HATFIELD,1102 BURNETT STREET,,634356
BUSINESS BANK HORISON,CNR CRANE STR AND ONTDEKER ROAD,,630156
BUSINESS BANK KEMPTON PARK,7 WOLF STREET,,631156
BUSINESS BANK KIMBERLEY,69 DU TOITSPAN ROAD,,633356
BUSINESS BANK KLERKSDORP,91 CHURCH STREET,,633556
BUSINESS BANK KROONSTAD,CNR CROSS AND PRESIDENT STREET,,633456
BUSINESS BANK LARGE NON RES,74 MARKET STREET,"JOHANNESBURG , GAUTENG",636156
BUSINESS BANK LICHTENBURG,64 MELVILLE STREET,,635856
BUSINESS BANK MARKET STREET,160 JAN SMUTS AVENUE,,631256
BUSINESS BANK MEDIUM NON RES,74 MARKET STREET,"JOHANNESBURG , GAUTENG",636256
BUSINESS BANK MIDRAND,CNR FREDMAN DRIVE AND PROTEA PLACE,,630556
BUSINESS BANK NELSPRUIT,34 BROWN STREET,,632056
BUSINESS BANK NEWCASTLE,SCOTT STREET 52,KWAZULU NATAL,635756
BUSINESS BANK NORTH DURBAN,3RD FLOOR ABSA BUILDING,DURBAN KWAZULU NATAL,634656
BUSINESS BANK PAARL,DE OUDE BLOEMHOH BLD CNR PLEIN,,632256
BUSINESS BANK PAROW,21 MCINTYRE STREET,,632856
BUSINESS BANK PIETERMARITZBURG,328 VICTORIA STREET,,634556
BUSINESS BANK PINETOWN,6TH FLOOR ABSA BUILDING,DURBAN KWAZULU NATAL,633856
BUSINESS BANK PORT ELIZABETH,321 CAPE ROAD NEWTON PARK,,633156
BUSINESS BANK POTCHEFSTROOM,99 CHURCH STREET,,633756
BUSINESS BANK PRETORIA,230 VAN DER WALT STREET,,635356
BUSINESS BANK PRETORIA NORTH,NORTH PARK CENTRE,,635056
BUSINESS BANK PROTEA PARK,CNR PROTEA LANE & FREDMAN DRIVE,SANDTON,630256
BUSINESS BANK RANDBURG,CNR OAK AND RETAIL AVENUE FERNDALE,,630456
BUSINESS BANK RUSTENBURG,CNR BURGER AND VAN STADEN STREETS,,633656
BUSINESS BANK RUSTENBURG,CNR BURGER & VAN STADEN STREETS,RUSTENBURG,630246
BUSINESS BANK SANTYGER,"313 DURBAN ROAD TYGERVALLEY,BELVILLE",,632356
BUSINESS BANK SECUNDA,MAIN SHOPPING CENTRE,,631856
BUSINESS BANK SOMERSET WEST,DE OUDE BLOEMHOF BLD CNR,,632556
BUSINESS BANK SOUTH DURBAN,6TH FLOOR ABSA BUILDING,DURBAN KWAZULU NATAL,634056
BUSINESS BANK SPRINGS,21 FIFTH AVENUE,,631056
BUSINESS BANK STELLENBOSCH,CNR PLEIN AND RYNEVELD STREET,,632656
BUSINESS BANK SUNNYSIDE,BROOKLYN COURT,PRETORIA,635256
BUSINESS BANK TOM JONES ST BEN,21 TOM JONES STREET,,634856
BUSINESS BANK VANDERBIJLPARK,VESCO BUILDING FW BEYERS STREET,,630756
BUSINESS BANK VEREENIGING,CENTURION EEUFEESPARK BUILDING,,630956
BUSINESS BANK WEST BOLAND,50 VOORTREKKER STREET,,635956
BUSINESS BANK WINELANDS,29A STOCKENSTROM STREET,,634456
BUSINESS BANK WITBANK,HIGHTEC HOUS 1ST FLOOR C/O RHODES,MPUMALANGA,631956
BUSINESS BANKING NORTH DURBAN,3RD FLOOR ABSA BUILDING,DURBAN,633956
BUSINESS CELL EXTRA 1,"CNR LANGWA ST & HAMMER AVENUE , RANDBURG",,636056
BUSINESS CELL EXTRA 4,BLOCK D EDENBURG TERRACE CNR RIVONIA BOULEVARD,,636456
BUSINESS CELL EXTRA 5,CNR TRICHARD & KROGH ST,,636356
BUSINESS CENTRE KWA-ZULU NATAL,20TH FLOOR EMBASSY BUILDING 199 SMIT STREET,,331926
BUSINESS CENTRE PIMVILLE,MEDICAL CENTRE 117722 ZONE 1,SOWETO JHB,630281
BUSINESS CENTRE WESTERN CAPE,1ST FLOOR TIJER PARK 4,,335609
BUSNISS SUPPORT,CENTRO CITY,JOHANNESBURG,630228
BUSS BANKING SERV EASTERN CAPE,4 FEDLIFE CENTRE 72 RING ROAD,,630817
CAERARS MINI BRANCH,"CAESARS CASINO MAIN BLDG SHOP 22,64 JOAN ROAD",,631342
CALEDON K.P.,DONKIN PLEIN CALEDON,,520012
"CALEDON,K.P.*",DONKINPLEIN 6 CALEDON,,334112
CALEDONSTREET,92 CALEDON STREET,,420016
"CALVINIA,K.P.",HOOPSTRAAT 20,,334106
CAPE GATE,SHOP 39 CAPE GATE CENTRE,WESTERN CAPE,630202
CAPE ROAD PE,H/V ALMASTRAAT EN KAAPWEG,,334417
CAPE TOWN AIRPORT VAT OFFICE,1ST FLOOR INTERNAT D/P TERMINAL,WESTERN CAPE,631909
CAPE TOWN ARAC,ABSA CENTRE 31 LOWER LONG STRE,,334809
CAPE TOWN CENTRAL,48 ST GEORGES STREET,,420909
CAPE TOWN CHEQUE PROCESSING,*UPDATE ADDRESS DETAILS FOR B.,,624509
CAPE TOWN INTERNATIONAL AIRPOT,INTERNATIONAL DEPARTURE TERMINAL***INTERNAL USE*,,549409
CAPE TOWN LEDGERS,* UPDATE ADDRESS DETAILS UNDER MEMBER 0015 *,,622609
CAPE TOWN MOBILE SALES,48 ST GEORGES MALL CNR GEORGES,WESTERN CAPE,630290
CAPE TOWN RAC 8080,ABSA HOUSE 2 ADDELEY STR,,630409
CARD & ELECTRONIC BANKING,13TH FLOOR VOLKSKAS BUILDING,,636055
CARLETONVILLE,69 ANNAN ROAD,,502841
"CARLETONVILLE,TVL*",ANNANWEG 69,,334141
CARLTON CENTER,CARLTON SHOPPING CENTER,GAUTENG,630298
CARLTONVILLE CELL 32,61 ANNAN ROAD,,630656
CARLTONVILLE LOAN CENTRE,GATEWAY MALL,,630687
CARLTONVILLE MALL,CARLTONVILLE MALL SHOP 61,GAUTENG,630067
"CARNARVON,K.P.",H/V VICTORIA EN VAN RIEBEECKST,,334208
CARNIVAL MALL,SHOP 156 & 157 MALL@CARNIVAL,BRAKPAN,630998
"CAROLINA,TVL*",VOORTREKKERSTR 44F,,334251
CASH CENTRE BRACKENFELL,1A OLIMPIC PARK,WESTERN CAPE,630329
CASH CENTRE WITBANK,STAND 10 & 11 TECHNO PARK,MPUMALANGA,630702
CASH MANAGEMENT & PAYMENTS,ABSA TOWERS MAIN,GAUTENG,630939
CASTEL SQUARE BURGERSFORT,SHOP 4 DIRK WINTERBACH STREET,MPUMALANGA,630299
CASTLE WALK MINI BRANCH,CASTLE WALK CENTRE SHOP 30 C/O LOIS & NOSSOB STR,,631345
CATHCART ROAD,61 CATHCART ROAD,,420020
CENTRAL AVENUE KEMPTON PARK046,16A CENTRAL AVENUE,,630542
CENTRAL BANK OF LESOTHO,HIS MAJESTEY'S GEBOU 7DEVLOER,,549805
CENTRAL BANK OF SWAZILAND,HIS MAJESTEY'S GEBOU 7DEVLOER,,549905
CENTRAL DURBAN,292 SMITH STREET,,420926
CENTURION,ABSA BUILDING HEUWEL STREET 1263,,630445
CENTURION CENTRE,WAS TOT 31/10/95 VERWOERDBURG,,421045
CENTURION CENTRE,CENTURION MALL,GAUTENG,630736
CENTURION LIFE CENTRE,SHOP 36 CENTURION LIFESTYLE CENTRE,"CENTURION, GAUTENG",630513
CENTURION OK BOULEVARD,WAS TOT 31/10/95 VERWOERDBURG,,535945
CENTURY CITY MINI BRANCH,"SHOP 627 , CENTURY CITY",,631009
CERES K.P.,45 VOORTREKKER STRAAT,,535207
CERES POLOKWANE,AGANANG MUNICIPALITY OFFICE,"POLOKWANE , LIMPOPO",630320
CERES*,VOORTREKKERSTRAAT 45,,334107
CHATHAM LOAN CENTRE,SHOP 14A 94 ELLIOT STREET,CHATHAM,630795
CHATSWORTH,SHOPS 102/103/104/105 CHATSWORTH CENTRE,,630826
CHATTERTON ROAD,ABSA HOUSE,KWA-ZULU NATAL,630525
CHIAWELO,OLD POTCHEFSTROOM ROAD,"JOHANNESBURG , GAUTENG",630208
CHRIS HANI,"SHOP 35, CHRIS HANI CROSSING","JOHANNESBURG, GAUTENG",630944
"CHRISTIANA,TVL",PRETORIUSSTRAAT 18B,,334138
CHURCH ST BETHLEHEM,KERKSTRAAT 22,,334133
CHURCH ST VREDENDAL,15 VOORTREKKER STREET,,334206
CHURCH ST WELLINGTON,35 CHURCH STREET,,521710
CHURCH ST WEST PTA,KERKSTRAAT-WES 472,,323245
CHURCH ST. OUDTSHOORN,CNR HIGH & ST.JOHN STREET,,420314
CHURCH ST. PIETERMARITZBURG,240 CHURCH STREET,,420225
CHURCH STREET KLERKSDORP,CNR KOCK & ANDERSON STS,,420138
CHURCH STREET PIETERMARITZBURG,240 CHURCH STREET,KWA-ZULU NATAL,630383
CIB CPF AFFORDABLE HOUSING,15 TROYE STREET,GAUTENG,630053
CIB CPF AFRICA COVERAGE,15 TROYE STREET,GAUTENG,630055
CIB CPF CENTRAL,15 TROYE STREET,GAUTENG,630050
CIB CPF EASTERN & SOUTHERN,15 TROYE STREET,GAUTENG,630049
CIB CPF GAUTENG COMMERCIAL,15 TROYE STREET,GAUTENG,630051
CIB CPF GAUTENG CORPORATE,15 TROYE STREET,GAUTENG,630052
CIB CPF KWAZULU NATAL,15 TROYE STREET,GAUTENG,630048
CIB CPF NORTHERN,15 TROYE STREET,GAUTENG,630047
CIB MID CORPORATE KZN,6 NOLLSWORTH CRESENT,KWAZULU NATAL,630733
CIB MID CORPORATE WESTERN CA,TYGER OFFICE PARK,,630744
"CITRUSDAL,K.P.",VOORTREKKERSTRAAT 44,,334411
CLAIRWOOD,CLAIRWOOD SHOPPING CENTRE,"DURBAN , KWA-ZULU NATAL",630767
CLAIRWOOD LOAN CENTRE SHOP 1,CLAIRWOOD SHOPPING CENTRE,DURBAN,630770
CLANWILLIAM,MAIN ROAD,,630106
CLAREMONT KAAPSTAD,"HERITAGE HOUSE, DREYERSTRAAT 2",,332509
CLASSIC LIFE,180 COMMISIONER STREET,GAUTENG,630600
